,0,1
86,0.065896586,-0.15419057
87,-0.0729635,0.052774068
88,-0.084754236,0.036576357
89,0.12524608,-0.25630546
90,0.028856374,-0.28986448
91,0.014121192,0.054475956
92,0.0002590958,0.2163398
93,-0.1063077,0.18639943
94,-0.108601354,-0.084512495
95,-0.08285214,0.10288666
96,-0.03906452,-0.123213865
97,0.13278934,-0.10855174
98,0.0586584,0.010216686
99,-0.053866,0.075270966
100,0.3020405,-0.13876912
101,0.065050535,-0.32154635
102,-0.18783988,-0.21815799
103,0.043571997,0.06588506
104,-0.18722072,0.26371276
105,-0.02951678,-0.02204111
106,0.013966234,0.066279076
107,-0.013072594,-0.07164717
108,0.029559944,-0.019684367
109,-0.1424593,0.13892785
110,0.03983007,-0.027945448
111,-0.018853413,-0.036883734
112,0.10443053,-0.09480651
113,0.014049746,0.06355847
114,0.049362365,-0.0986851
115,-0.17713848,-0.01844213
116,0.064591005,-0.3766411
117,-0.007936956,-0.34001687
118,-0.013649139,-0.02735706
119,-0.08791016,-0.033454638
120,0.035149306,0.13818319
121,0.09738839,0.09658772
122,0.021609992,0.025338273
123,0.016111389,-0.0566653
124,0.10422854,-0.07842243
125,-0.01029068,-0.040126584
126,0.024691612,-0.25348538
127,0.027096424,-0.19441721
128,0.065319724,0.07510495
129,-0.08446802,0.0024113953
130,-0.02876091,0.17338468
131,-0.08683565,0.28153166
132,0.24414039,-0.2572215
133,-0.021813106,-0.13980445
134,0.10562954,0.085426226
135,-0.030553997,-0.48796496
136,0.192509,-0.15086468
137,0.0075231055,-0.05733488
138,0.0612728,-0.13567735
139,0.01371742,0.11588253
140,0.120974936,0.011689946
141,0.10195531,-0.029029988
142,0.03834433,0.000680916
143,0.002557097,-0.08813919
144,-0.06658861,-0.081178054
145,-0.00043836143,0.1641199
146,0.08284004,-0.041059904
147,0.06781518,-0.14081664
148,-0.025239334,0.08193802
149,0.014425046,-0.08131785
150,0.003956089,-0.18611267
151,0.02209934,0.051814295
152,0.010268367,0.115377106
153,0.09797107,-0.050898366
154,-0.072493285,0.028765544
155,-0.03458845,-0.01123965
156,-0.019910146,-0.06085903
157,0.20143014,-0.052469287
158,0.022473535,-0.0050204694
159,0.16293746,0.008512318
160,-0.068346396,0.057388008
161,-0.015670283,0.28510806
162,-0.044093933,0.06008642
163,0.07878351,-0.1314872
164,-0.09430419,0.16542235
165,0.14151001,0.013921797
166,-0.0644233,0.119351104
167,-0.09421574,-0.045695312
168,0.03608863,-0.03883795
169,0.055272937,0.15803652
170,0.0646206,-0.19741905
171,0.033226624,0.08289282
172,0.0974486,-0.05821249
173,-0.13835298,0.10278407
174,0.011189889,-0.053837724
175,-0.054950535,-0.39957368
176,0.032647602,-0.18791254
177,0.054991752,-0.03482004
178,-0.27602184,-0.004802825
179,0.0684568,-0.02886343
180,0.086728334,0.09556376
181,0.08135458,-0.09245502
182,-0.2131853,-0.035456065
183,-0.051363498,-0.07418318
184,-0.04227142,0.13359931
185,-0.036503073,0.08149396
186,0.09390316,-0.16947943
187,0.0851162,0.26842633
188,0.16258891,-0.14464578
189,0.005338637,-0.19221912
190,0.0029678287,-0.053670764
191,-0.04699071,-0.09067531
192,0.03434722,-0.01949551
193,0.042943355,0.023339232
194,0.16105144,-0.12759162
195,-0.14658692,0.17479703
196,0.091760606,0.15885767
197,-0.054892577,-0.033316724
198,-0.06434354,-0.15453577
199,0.022857882,0.037476443
200,-0.037882194,0.12451334
201,0.0039535877,0.24405378
202,-0.003414873,-0.16242833
203,-0.08818216,0.093275085
204,0.057308186,0.29730147
205,0.13501956,0.04089737
206,0.03112123,-0.36270294
207,0.01584807,0.011163576
208,-0.021658981,0.21867153
209,0.14814325,-0.17709517
210,-0.09943849,0.010831932
211,0.035413604,-0.28281283
212,-0.033698626,-0.4116799
213,-0.023960093,0.007426124
214,-0.15153866,0.12577799
215,0.05179476,0.29261717
216,-0.015566629,0.09433649
217,-0.096500166,-0.08815865
218,-0.009930516,0.039800942
219,0.057408188,0.03442526
220,-0.20636654,-0.025665384
221,-0.0049957316,0.04129822
222,0.00856667,0.04424199
223,0.043456335,0.05493218
224,0.015199777,-0.05094511
225,-0.044748913,0.040101714
226,-0.023078244,0.019374993
227,0.0002715746,-0.008883485
228,0.07052442,0.10404187
229,-0.045484055,-0.032585356
230,-0.0758777,0.14334323
231,-0.047228165,0.028652035
232,0.037320048,0.108355775
233,0.052160878,0.051038608
234,0.055880416,0.020254254
235,0.0042394735,-0.115285
236,0.1348606,-0.15222767
237,0.0029447787,0.121913806
238,0.10456644,-0.04060459
239,0.10712324,0.042628024
240,-0.01630022,-0.026627354
241,0.00040742382,0.045856215
242,0.13517837,-0.05447992
243,0.13680795,-0.073008746
244,-0.023599952,0.02514081
245,0.056626726,0.013929269
246,-0.03363324,-0.0259558
247,-0.004834742,0.05367154
248,-0.011453931,0.06100559
249,-0.0011278903,-0.022284547
250,-0.18335621,0.23593079
251,0.13619566,-0.09269393
252,0.011257762,0.051677924
253,0.05663484,-0.035779435
254,-0.01806881,0.023308054
255,0.05481241,-0.0023052879
256,-0.0403641,-0.16747409
257,-0.017884469,-0.14000411
258,0.0871981,0.119048856
259,0.053362682,-0.1099817
260,0.030597191,-0.09709569
261,-0.0908113,-0.0374059
262,-0.03021688,0.07400503
263,0.018289754,0.091591686
264,-0.016524926,0.0750919
265,0.06343271,-0.056578234
266,-0.010607475,-0.030474676
267,0.0050621713,-0.19489525
268,-0.020493157,0.04768096
269,-0.052022316,0.03396125
270,0.09910234,-0.03425244
271,0.06275342,-0.18357545
272,-0.043124396,-0.094243
273,0.06050323,-0.21032281
274,0.0832896,-0.08260957
275,0.021583743,-0.19643062
276,-0.104542576,0.12490014
277,-0.05617498,0.007382308
278,0.0026154239,0.06855164
279,0.017117132,-0.07576056
280,-0.052752726,0.06681885
281,-0.0008576736,-0.12918673
282,-0.0037498754,-0.09919632
283,-0.044394765,-0.0420524
284,0.08910002,0.13065517
285,-0.026301,0.122938864
286,0.04193843,0.037815936
287,-0.059448354,-0.17149551
288,-0.015202222,0.038390916
289,0.0037345267,-0.07695677
290,-0.016544092,-0.14620233
291,-0.011534672,0.03301433
292,-0.004493696,0.08908332
293,0.08694524,-0.03342104
294,0.014148599,0.059934996
295,-0.064140506,-0.12786366
296,-0.03777748,-0.07213171
297,-0.04850466,0.0024914881
298,0.021124147,-0.01809745
299,0.026187917,-0.03225275
300,0.001993249,-0.046775945
301,-0.062897265,0.026677052
302,-0.052801527,-0.05283376
303,-0.056448817,-0.06986603
304,0.062978,0.05958844
305,-0.06581492,-0.04612135
306,-0.0014408706,0.06449999
307,0.0013290145,-0.032541748
308,0.04537478,-0.006257387
309,0.07955361,-0.052187532
310,-0.014081676,-0.097015634
311,-0.032915924,0.15649514
312,-0.06505838,-0.1104964
313,-0.09088755,0.042087756
314,0.04204417,0.06422481
315,-0.058861125,0.043773167
316,0.06982619,-0.06115799
317,0.0046834582,0.1387353
318,0.05166661,0.09300323
319,0.0007106378,-0.07783255
320,-0.03324036,-0.07059651
321,-0.0029690713,0.07504254
322,0.011471652,0.02201277
323,-0.026602589,0.08874495
324,0.021517731,0.04785213
325,0.023086365,-0.022255607
326,0.011303524,0.024206704
327,0.068625525,-0.08401532
328,-0.06057487,-0.17618841
329,0.069921315,-0.00061258115
330,0.016364178,0.01239276
331,0.0035408102,-0.061948847
332,-0.046559624,0.014311301
333,0.008972464,0.06978167
334,0.006838169,-0.019017793
335,0.054805014,-0.009122215
336,0.07859278,-0.06446122
337,-0.064210996,0.057105187
338,0.004371547,-0.023339173
339,0.07133777,0.022118475
340,-0.027756065,-0.011625619
341,0.00077003613,0.24144626
342,-0.0049967766,-0.043204863
343,-0.06514705,0.005048452
344,0.095036454,-0.03164854
345,0.061169825,0.14528866
346,0.027595231,-0.057484053
347,0.02511043,-0.15896346
348,0.044579174,0.009592498
349,0.017605511,-0.03792271
350,-0.14343354,0.20299985
351,-0.08601855,-0.045436077
352,-0.021380134,0.017683664
353,-0.007740639,0.1634323
354,-0.108645834,-0.01671529
355,-0.019983433,0.08921151
356,0.072705366,-0.04444462
357,-0.17256647,0.16161466
358,0.016066866,-0.027771352
359,0.0052632517,-0.018703617
360,-0.07624681,-0.070620134
361,0.012666091,0.057904206
362,0.019902289,-0.055979446
363,-0.04858713,-0.036344796
364,0.042429775,0.023505911
365,0.0026156008,-0.060713075
366,0.073639736,-0.015745355
367,0.032139324,-0.06593994
368,0.016102605,-0.008048408
369,-0.06170481,0.041472133
370,-0.050643876,0.06506434
371,-0.0043928237,-0.04285433
372,0.037190363,-0.041295286
373,0.019662641,0.02655408
374,-0.033533294,-0.06383324
375,-0.108189605,0.019124996
376,0.068060935,-0.023860743
377,-0.33236298,0.21040948
378,-0.049719762,-0.23553813
379,0.07921353,-0.0044671167
380,0.035387564,-0.03859138
381,-0.024494601,-0.083405115
382,-0.026455916,-0.114030644
383,-0.07851618,0.16369495
384,-0.008422878,-0.0035121813
385,-0.00715279,0.017420692
386,0.0644527,0.039695412
387,0.033023387,-0.0939483
388,0.08406617,-0.11787093
389,-0.037151746,0.024039976
390,0.04261007,0.028879007
391,0.018398741,-0.18392754
392,-0.021062676,-0.08131395
393,0.027261965,0.13102144
394,-0.008252214,0.05308688
395,-0.020231415,0.19529143
396,-0.023260644,-0.0724127
397,0.051924787,-0.015083119
398,0.0043042544,0.058871716
399,0.05199595,0.011635182
400,0.026802445,-0.01978061
401,-0.015687698,-0.27622682
402,0.042702787,0.0805196
403,0.027410956,-0.05548496
404,0.046432264,0.13738334
405,0.031949274,-0.10764076
406,0.018556789,0.056563795
407,-0.02004039,-0.04042826
408,0.005246698,-0.023832763
409,-0.06514251,-0.048911195
410,-0.0034904173,-0.16226344
411,0.014597034,-0.09921156
412,-0.026556062,-0.04067221
413,-0.058676936,0.09925471
414,-0.062012777,0.09794494
415,-0.035926096,-0.049633995
416,0.046963796,-0.20507528
417,-0.051978197,-0.07684381
418,0.009190922,-0.1199954
419,0.009246014,-0.05016413
420,-0.07060154,0.12708533
421,0.00050073117,-0.05447165
422,-0.0051534874,0.046330187
423,0.12270846,-0.035653535
424,-0.057659276,0.03401859
425,-0.015728159,0.07646516
426,0.063534744,-0.12854986
427,0.004197142,-0.038918566
428,0.03753677,0.03903781
429,0.06036772,-0.07326522
430,-0.051902894,-0.06016516
431,0.017288875,0.007653934
432,0.12957865,-0.00019425526
433,0.041175872,-0.09629162
434,0.052793708,-0.050604947
435,0.012407318,-0.069427915
436,-0.0011480562,-0.10017618
437,0.018452138,0.041216742
438,0.024217304,-0.090983994
439,0.09740977,-0.01132066
440,0.016340101,-0.1512412
441,-0.019696213,-0.12357267
442,0.04532272,-0.0011405107
443,0.053172555,-0.041591305
444,0.037422556,-0.07747292
445,0.022010569,0.064745486
446,0.01766779,-0.039512534
447,0.011634597,-0.0021978905
448,-0.061950807,-0.02015775
449,-0.07676518,0.13380368
450,0.09755683,-0.009143893
451,0.0184345,-0.1581754
452,-0.010491107,0.061067995
453,-0.02834355,0.082885444
454,0.008675026,-0.085970215
455,-0.07073317,-0.018415155
456,-0.07919054,-0.03151633
457,0.017847506,0.04567192
458,0.08273247,0.012576162
459,0.018852293,0.03634209
460,-0.07021943,0.009202778
461,0.120928265,-0.002173475
462,-0.011153226,-0.08280211
463,0.095892675,0.06703751
464,-0.037920117,0.1788127
465,0.12247965,0.00092457235
466,0.027112536,0.067056626
467,0.005762213,0.053318925
468,-0.06505548,0.075851604
469,0.14520282,-0.08866457
470,-0.016145723,-0.010894589
471,-0.008753344,0.098278016
472,0.04482931,0.07947033
473,0.03831367,-0.027977452
474,0.057729736,-0.18920016
475,0.05113545,-0.05321115
476,0.00013681874,-0.018106146
477,-0.10230668,-0.07203146
478,-0.0047117635,-0.07167458
479,-0.026527416,-0.010171553
480,-0.04042773,0.16396928
481,-0.05594319,-0.12681872
482,-0.11008708,-0.07624395
483,0.009380996,-0.043403845
484,0.018702444,0.09829322
485,0.08951339,-0.14747755
486,-0.070686996,0.042208765
487,-0.042625487,0.0044703363
488,-0.035333134,-0.04451666
489,0.029540995,-0.024294458
490,0.025102828,-0.17992014
491,-0.06434147,0.06957513
492,0.0009905205,-0.010829675
493,0.028696641,0.12795009
494,0.0075804647,-0.056651533
495,-0.02217706,-0.027820256
496,-0.014685572,-0.0403448
497,-0.025028078,-0.018387305
498,-0.027408473,-0.034171246
499,-0.07300056,-0.14698105
500,0.12535036,-0.10326059
501,-0.09524832,0.09725244
502,0.07851896,-0.14340627
503,0.016555605,0.23641214
504,0.05670899,0.0722121
505,-0.013826141,0.008413928
506,0.017887112,0.10244731
507,0.02992638,0.04391466
508,0.012927841,-0.040797576
509,-0.031873245,0.09234044
510,-0.00034938566,0.02900675
511,-0.042116556,-0.004593786
512,-0.02850941,-0.09883827
513,-0.015147639,-0.08649252
514,-0.015608911,-0.080318205
515,-0.008241108,0.029036686
516,-0.0052671507,0.00258414
517,0.044223443,0.017020931
518,-0.007638432,0.008434625
519,-0.01084068,0.07890059
520,-0.0039283354,0.07560363
521,-0.036963828,0.13258281
522,0.049165875,-0.07416039
523,-0.06875205,-0.08620077
524,0.049645893,-0.12186285
525,-0.023040075,-0.14915194
526,0.011938277,-0.1019728
527,-0.04538828,0.06282419
528,0.0009155683,0.047685757
529,0.012578234,0.008670956
530,0.043138057,0.16631232
531,-0.00041249208,0.006397113
532,-0.087566875,-0.026112193
533,0.005522442,-0.06982896
534,0.06252252,0.03640654
535,0.037317265,0.015463119
536,-0.08468644,-0.010979952
537,0.0048661325,-0.0642972
538,-0.015279211,-0.15885791
539,-0.08210833,0.21160313
540,-0.027163498,-0.119821705
541,-0.017937772,0.059154868
542,0.026227556,0.025511596
543,0.022084353,-0.10548369
544,-0.045886334,-0.093135744
545,-0.058115818,-0.048816156
546,0.029170597,-0.06266919
547,0.053479724,0.04894022
548,-0.009658843,-0.08509315
549,0.06778382,-0.056581527
550,-0.0012583081,-0.05244436
551,0.0039823465,-0.11123465
552,-0.056059517,0.051816374
553,-0.10469104,0.09480622
554,-0.0064786198,0.072998814
555,-0.055311047,-0.012658215
556,0.013240002,-0.0247089
557,0.07411981,-0.06477968
558,-0.008001708,-0.06904068
559,0.008896212,-0.019368853
560,0.081417084,0.19599658
561,0.084981516,-0.031454444
562,0.017509079,0.054336466
563,0.0058287494,0.017953426
564,0.053661104,0.078480005
565,-0.064899586,-0.17407584
566,0.09085567,-0.061882496
567,0.03411879,-0.037923656
568,0.0035951138,-0.06896217
569,0.02528891,-0.19931622
570,-0.052977722,-0.0017695203
571,0.12220531,-0.12735462
572,0.0058373725,0.047833305
573,0.027520537,0.0024807188
574,-0.026453547,-0.036632232
575,0.0023734206,-0.03806319
576,0.058177993,-0.09223968
577,-0.004867483,-0.09139046
578,0.009642046,0.05746103
579,-0.031585164,-0.0560238
580,0.031657573,0.113068864
581,0.0017496655,0.004713379
582,0.052606568,-0.05179628
583,0.032019116,0.05153603
584,-0.02918315,0.025606029
585,0.027633166,-0.07661246
586,0.077965155,0.001227146
587,-0.04153089,0.021839185
588,0.021308396,-0.01879628
589,-0.0103110215,-0.006710002
590,0.067820765,-0.08073557
591,-0.06934184,-0.04693239
592,-0.03376372,-0.054647584
593,-0.04766698,-0.06554764
594,0.0074116876,-0.068794996
595,-0.0013299668,-0.068821676
596,0.063194744,0.06571992
597,0.0072584935,0.16999012
598,0.014182832,-0.11174929
599,0.07259703,0.076068155
600,-0.03240265,0.076200925
601,0.03575289,-0.07977264
602,0.105460934,-0.11156736
603,0.05998312,0.0017472524
604,0.0064354017,-0.20598777
605,-0.034784324,-0.016127784
606,0.05817026,-0.010534622
607,-0.022172632,0.14211898
608,0.1078752,-0.23466007
609,0.034163363,-0.07573213
610,-0.069595635,0.149246
611,-0.03492649,0.0047052624
612,-0.06476785,0.027731247
613,0.0024622362,-0.14202861
614,-0.0034669735,0.13403061
615,-0.013887731,0.033905447
616,0.07293161,0.113786936
617,0.04456914,-0.0073468685
618,-0.070923835,0.033259816
619,0.015813049,0.049039535
620,-0.12347642,0.3592481
621,0.013822653,0.04544314
622,-0.055670846,-0.016893897
623,0.007036536,-0.05775063
624,-0.036362477,0.09288733
625,0.021847706,0.09473276
626,-0.054303817,0.077192545
627,-0.09175889,0.04901761
628,0.059109934,0.09014893
629,0.035385888,-0.10839198
630,-0.014906312,-0.060894195
631,-0.021018356,-0.0020556338
632,-0.027806507,0.0058533885
633,0.030087523,0.014694037
634,0.06278455,0.035497535
635,-0.013912276,0.027432341
636,-0.06226045,-0.014265615
637,0.09536526,-0.0021152953
638,0.0057858825,-0.008654214
639,-0.05557911,-0.06193027
640,-0.023889069,0.02838266
641,-0.11401518,-0.090335265
642,0.024364606,0.1116325
643,-0.118063435,-0.1365949
644,0.024319638,-0.00500835
645,0.021957114,-0.05382366
646,0.06801548,-0.08224972
647,-0.0020536901,0.07217932
648,-0.023059607,0.15966852
649,0.05340948,0.049868975
650,0.03758015,0.07757505
651,-0.050282933,-0.03232064
652,0.025445793,-0.06965412
653,-0.061417755,0.09602309
654,0.009327494,-0.15050904
655,0.061042782,-0.13923347
656,-0.07661561,0.056630347
657,0.097170435,0.05775036
658,0.096637025,0.005512316
659,0.09068378,0.009767973
660,-0.016346935,0.041742686
661,-0.07104917,-0.0425234
662,0.032604925,-0.037113845
663,0.041228272,-0.058575183
664,-0.025639657,-0.013820462
665,0.020374563,0.041325547
666,0.017691784,0.081884846
667,0.12520334,-0.07444848
668,0.08045488,-0.12838885
669,-0.011124937,-0.049951695
670,0.01412816,-0.15404738
671,-0.015738992,-0.043735445
672,-0.060453117,0.044993646
673,-0.1074071,0.05192702
674,-0.060893502,-0.10590468
675,0.032165807,-0.06745375
676,0.069855325,-0.020466741
677,0.07326893,-0.05373877
678,-0.057627138,0.061414048
679,-0.024183916,0.046984997
680,-0.03432444,-0.05422973
681,0.017505433,-0.018207822
682,-0.008691238,-0.10382819
683,0.038978737,-0.013220463
684,0.033395648,0.061748147
685,-0.05509585,0.090146035
686,-0.020561298,-0.076728284
687,0.019167138,-0.0973482
688,-0.04379835,-0.07831404
689,-0.05387409,0.0702084
690,-0.022773368,-0.017615007
691,-0.0035457502,-0.01239155
692,-0.02073245,0.1522813
693,-0.059995525,-0.11350545
694,0.080594696,-0.2008396
695,0.0016036127,0.011257
696,-0.0004475345,0.030013127
697,-0.002127735,0.014592288
698,-0.05947719,0.036869448
699,0.07258044,-0.07479807
700,-0.05953773,0.055385776
701,-0.03611391,-0.025283387
702,-0.041911528,-0.12127453
703,0.028417604,0.018627554
704,-0.0059943413,0.066022575
705,-0.13956748,0.028051343
706,0.030407695,0.13832463
707,-0.014986596,-0.112770624
708,0.04366624,-0.1686113
709,-0.023745012,0.05570444
710,0.04642009,0.00059117796
711,0.05948443,0.0077392086
712,0.036508687,-0.3760125
713,0.08113529,-0.018463813
714,0.04544001,0.059574306
715,0.115642235,-0.008802425
716,0.058630615,0.048731342
717,0.016752604,0.06968216
718,-0.09353475,-0.1799375
719,0.024166811,-0.023482261
720,-0.050321378,-0.077623315
721,0.011680366,0.0071606515
722,0.037860148,0.1335117
723,0.049707662,0.021021523
724,-0.0045207655,-0.024295155
725,0.003704417,-0.011842091
726,0.048873134,-0.023549676
727,-0.118626684,-0.013679907
728,0.037324205,0.06825853
729,0.029828692,0.066429146
730,-0.043520495,0.07749705
731,-0.058050178,0.12743492
732,-0.021665923,0.06518538
733,0.021652628,-0.069398314
734,0.090421945,-0.02274137
735,0.025103426,-0.023428986
736,0.028833985,0.020464614
737,0.021829512,-0.056741126
738,0.045496784,-0.10177668
739,0.022599947,0.30647105
740,0.06010226,-0.11362533
741,-0.045789607,0.08574325
742,-0.00428084,0.10798337
743,0.00051354244,0.07031661
744,0.065716915,-0.18343246
745,0.04453374,-0.013430211
746,0.059584994,0.026108757
747,0.1148844,-0.059236303
748,0.01873902,0.00563455
749,-0.06392309,-0.019465648
750,0.059618738,0.009305594
751,0.00012960657,0.018055372
752,-0.023083348,-0.050987847
753,-0.026338255,0.12756136
754,0.018677618,0.054603036
755,-0.03781487,-0.0058671515
756,-0.045829482,0.057295505
757,0.011155495,0.025700267
758,-0.054275192,-0.08037843
759,-0.023501169,-0.06802133
760,-0.04219282,-0.037126716
761,-0.025303498,-0.046585884
762,-0.075368,0.08549928
763,-0.004888495,-0.10719997
764,0.036980186,-0.08390165
765,-0.08687368,0.0008529946
766,-0.0022560668,0.2720181
767,-0.06804859,-0.10992751
768,-0.0622481,0.032970052
769,0.017382823,0.06272564
770,-0.044920452,-0.06168417
771,-0.029186849,-0.10639812
772,-0.11470561,0.11696638
773,0.0689429,-0.011094127
774,-0.059961498,0.09838405
775,0.017626828,-0.057883874
776,0.049458507,0.0390761
777,0.056949787,-0.08418694
778,0.05353205,0.0045592524
779,-0.07595836,0.041289445
780,0.060363133,-0.07914303
781,0.030466784,0.009523738
782,-0.04172755,0.0069376174
783,-0.0004774751,0.07550111
784,-0.031991642,0.012376894
785,0.013354141,-0.0056411135
786,-0.04430767,0.047280625
787,-0.035114378,0.074966416
788,0.027518455,0.07390591
789,-0.023554591,0.052030582
790,-0.09062485,-0.00025808578
791,0.09829806,-0.053086076
792,-0.07242073,0.050625913
793,0.020061625,0.122608766
794,0.051149517,-0.035929754
795,-0.06730452,-0.033609286
796,-0.056730624,0.054231558
797,-0.0042591398,0.028512597
798,-0.020305896,-0.062260173
799,0.008716057,0.048871417
800,-0.030073754,0.007498008
801,0.11005821,-0.10769968
802,0.04545681,0.14872132
803,-0.04459463,-0.14923821
804,0.015034771,-0.01420992
805,0.058891624,0.054206014
806,-0.04133156,0.042515114
807,-0.04380589,0.064156994
808,-0.03506172,0.08859389
809,0.031312585,-0.22984445
810,-0.05531631,0.073984556
811,0.040682342,0.052485593
812,0.055059873,-0.18144563
813,0.005324673,0.023038529
814,-0.037846044,0.0029896107
815,-0.0010710461,-0.06346761
816,0.03116463,-0.14561126
817,0.025554165,-0.07650988
818,0.025347106,0.13423759
819,-0.053988673,0.051323514
820,0.028344065,-0.07143372
821,0.022338586,0.08911666
822,-0.014133642,0.101228885
823,0.09301056,0.061136242
824,-0.016062692,-0.059788994
825,0.06859742,-0.03864703
826,0.054324113,0.041332476
827,-0.014581259,-0.042324103
828,0.0076174065,0.09514973
829,0.08353503,0.11495517
830,-0.02434025,-0.02098263
831,-0.03338736,0.04481708
832,-0.12357865,-0.103202105
833,0.021640923,-0.13906637
834,0.025889384,-0.08023916
835,-0.008663105,-0.045607395
836,-0.014696297,-0.0128325755
837,-0.030994454,0.01978477
838,0.017118998,-0.023674607
839,-0.021842511,0.073635645
840,0.008403417,0.06417006
841,-0.049671218,-0.034510396
842,0.0034565832,-0.094855644
843,-0.018424079,0.055114396
844,-0.029982511,-0.05754396
845,0.045948096,-0.031071352
846,0.033474103,-0.09919854
847,-0.0049177473,0.039482396
848,0.065479785,-0.064448625
849,-0.03516393,0.029589005
850,-0.034518696,-0.001041742
851,0.0029893816,-0.0019764043
852,0.06621299,0.014811749
853,0.022494063,0.03949182
854,-0.026241891,-0.15046898
855,0.09208815,0.04264147
856,0.024873888,-0.034520864
857,-0.01165518,0.108482294
858,-0.05741348,-0.35267335
859,-0.027514227,0.15857399
860,0.0060775606,-0.0378095
861,-0.012257369,0.043669943
862,-0.08676739,0.0972784
863,0.107890375,-0.06687794
864,0.057437133,-0.014556535
865,-0.0069977045,0.039053492
866,-0.059731394,0.011800887
867,-0.019810501,0.054385602
868,-0.04821334,-0.14792757
869,-0.052679077,0.08360374
870,0.044967417,-0.10849617
871,-0.07857398,0.030457446
872,0.0488673,-0.006065361
873,0.033779405,-0.02276234
874,0.051490918,-0.02142871
875,-0.014576748,-0.04617551
876,-0.06904783,0.07721245
877,0.06278519,-0.17626174
878,0.121595375,0.033567138
879,-0.0049230773,-0.013559974
880,0.017320704,0.09599903
881,-0.00684876,0.024108253
882,-0.08335629,-0.0379127
883,0.061461426,0.0032138135
884,0.05252614,0.08285232
885,0.04409036,0.029729143
886,-0.021363022,-0.017877186
887,-0.018936437,-0.05809086
888,-0.010299476,-0.039855123
889,0.07643965,-0.05230014
890,-0.023397245,-0.014194677
891,0.08063523,0.022276206
892,0.02015672,0.072307214
893,0.07571288,0.004447896
894,-0.048844706,-0.05918059
895,-0.007227498,-0.025720265
896,-0.0009138081,0.0118192565
897,0.07227635,0.119521
898,-0.041989915,0.08426235
899,-0.047060702,0.031104079
900,0.086688414,0.07126708
901,0.01366999,0.050870683
902,0.06858239,-0.08422453
903,-0.0016507581,-0.10081955
904,-0.008144857,0.030775119
905,-0.035092406,-0.07648066
906,0.01781232,-0.03162216
907,0.035063222,-0.030118952
908,0.06458139,0.03125552
909,-0.0053683445,-0.054191798
910,-0.022277424,0.014619451
911,-0.081808314,-0.124541
912,0.041127607,-0.14045611
913,0.07128975,-0.113282554
914,0.12328507,-0.19715291
915,-0.011484202,-0.030400448
916,-0.051986597,0.074174665
917,-0.042760566,0.075781114
918,0.018830337,-0.08374969
919,-0.09869507,-0.010171536
920,-0.03570482,-0.021886531
921,0.025894634,-0.025500186
922,-0.011326566,0.057760708
923,-0.025042325,-0.003338294
